Time,Volume,Porosity
1,0.377069944899022,12.2178777498056
2,0.378228807572856,12.4868351186494
3,0.379388797934002,12.7544087220044
4,0.380549903239197,13.0206059224911
5,0.38171211072036,13.2854340473131
6,0.382875407585416,13.5489003883967
7,0.384039781019121,13.8110122025303
8,0.385205218183896,14.071776711503
9,0.38637170622065,14.3312011022432
10,0.38753923224962,14.5892925269568
11,0.3887077833712,14.8460581032646
12,0.38987734666678,15.1015049143394
13,0.391047909199576,15.355640009043
14,0.392219458015476,15.6084704020626
15,0.39339198014387,15.8600030740464
16,0.394565462598495,16.1102449717396
17,0.395739892378273,16.359203008119
18,0.396915256468152,16.6068840625282
19,0.398091541839946,16.8532949808113
20,0.399268735453177,17.0984425754476
21,0.400446824255919,17.3423336256843
22,0.401625795185636,17.5849748776699
23,0.402805635170026,17.8263730445868
24,0.403986331127864,18.0665348067837
25,0.40516786996984,18.3054668119071
26,0.406350238599404,18.5431756750331
27,0.407533423913602,18.7796679787981
28,0.408717412803923,19.0149502735296
29,0.40990219215713,19.2490290773766
30,0.411087748856106,19.481910876439
31,0.412274069780686,19.7136021248972
32,0.413461141808496,19.9441092451415
33,0.414648951815788,20.1734386278999
34,0.415837486678275,20.4015966323672
35,0.417026733271961,20.6285895863321
36,0.418216678473971,20.8544237863051
37,0.419407309163386,21.0791054976454
38,0.420598612222065,21.3026409546875
39,0.421790574535471,21.5250363608672
40,0.422983182993497,21.7462978888481
41,0.424176424491287,21.9664316806463
42,0.425370285930051,22.185443847756
43,0.426564754217886,22.4033404712739
44,0.427759816270589,22.6201276020236
45,0.428955459012468,22.8358112606794
46,0.430151669377152,23.0503974378899
47,0.431348434308394,23.2638920944012
48,0.432545740760878,23.4763011611794
49,0.433743575701017,23.687630539533
50,0.434941926107748,23.8978861012351
51,0.43614077897333,24.1070736886447
52,0.437340121304129,24.315199114828
53,0.43853994012141,24.5222681636792
54,0.439740222462116,24.728286590041
55,0.440940955379647,24.9332601198246
56,0.44214212594464,25.1371944501294
57,0.443343721245736,25.3400952493622
58,0.444545728390351,25.5419681573563
59,0.445748134505436,25.7428187854898
60,0.446950926738238,25.9426527168039
61,0.448154092257057,26.1414755061209
62,0.449357618251994,26.3392926801611
63,0.450561491935696,26.5361097376603
64,0.4517657005441,26.7319321494863
65,0.452970231337171,26.9267653587552
66,0.454175071599626,27.1206147809473
67,0.455380208641673,27.3134858040228
68,0.456585629799721,27.5053837885367
69,0.457791322437104,27.6963140677538
70,0.458997273944793,27.8862819477634
71,0.460203471742098,28.0752927075928
72,0.461409903277374,28.2633515993217
73,0.462616556028712,28.4504638481947
74,0.463823417504633,28.6366346527354
75,0.465030475244771,28.8218691848579
76,0.46623771682055,29.0061725899798
77,0.467445129835862,29.1895499871339
78,0.468652701927729,29.3720064690796
79,0.469860420766969,29.5535471024144
80,0.471068274058846,29.7341769276843
81,0.472276249543726,29.9139009594946
82,0.473484334997713,30.0927241866199
83,0.474692518233292,30.2706515721136
84,0.475900787099955,30.447688053418
85,0.47710912948483,30.6238385424724
86,0.478317533313293,30.7991079258225
87,0.479525986549585,30.9735010647283
88,0.480734477197412,31.1470227952725
89,0.481942993300548,31.3196779284677
90,0.483151522943423,31.4914712503638
91,0.484360054251707,31.662407522155
92,0.485568575392891,31.8324914802866
93,0.486777074576858,32.0017278365607
94,0.487985540056443,32.1701212782423
95,0.489193960127995,32.337676468165
96,0.490402323131924,32.5043980448362
97,0.491610617453246,32.6702906225415
98,0.492818831522117,32.8353587914497
99,0.494026953814364,32.9996071177168
100,0.495234972852005,33.1630401435894
101,0.496442877203762,33.325662387509
102,0.497650655485571,33.4874783442143
103,0.498858296361081,33.6484924848444
104,0.500065788542144,33.8087092570412
105,0.5012731207893,33.9681330850514
106,0.502480281912257,34.1267683698284
107,0.503687260770358,34.2846194891337
108,0.504894046273045,34.4416907976379
109,0.506100627380312,34.5979866270215
110,0.507306993103154,34.7535112860753
111,0.508513132504002,34.9082690608005
112,0.509719034697162,35.0622642145087
113,0.510924688849232,35.2155009879207
114,0.512130084179523,35.3679835992664
115,0.513335209960464,35.5197162443829
116,0.514540055518004,35.6707030968131
117,0.515744610232008,35.8209483079039
118,0.516948863536637,35.9704560069042
119,0.518152804920729,36.1192303010617
120,0.519356423928166,36.2672752757205
121,0.520559710158238,36.4145949944179
122,0.521762653265996,36.5611934989806
123,0.522965242962596,36.7070748096209
124,0.52416746901564,36.8522429250329
125,0.525369321249504,36.9967018224872
126,0.526570789545661,37.140455457927
127,0.527771863842993,37.2835077660621
128,0.528972534138102,37.425862660464
129,0.530172790485605,37.5675240336599
130,0.531372622998424,37.7084957572265
131,0.53257202184807,37.8487816818837
132,0.533770977264919,37.9883856375878
133,0.534969479538474,38.1273114336245
134,0.536167519017631,38.2655628587013
135,0.537365086110922,38.4031436810401
136,0.538562171286765,38.5400576484689
137,0.539758765073693,38.6763084885136
138,0.540954858060585,38.8118999084893
139,0.542150440896885,38.9468355955916
140,0.543345504292813,39.081119216987
141,0.54454003901957,39.2147544199033
142,0.545734035909528,39.34774483172
143,0.546927485856427,39.4800940600579
144,0.54812037981555,39.6118056928688
145,0.549312708803893,39.7428832985241
146,0.550504463900335,39.8733304259046
147,0.551695636245795,40.0031506044882
148,0.552886217043374,40.1323473444387
149,0.554076197558506,40.2609241366935
150,0.555265569119085,40.3888844530513
151,0.556454323115595,40.5162317462597
152,0.557642451001227,40.6429694501017
153,0.558829944291991,40.7691009794831
154,0.560016794566817,40.8946297305183
155,0.561202993467657,41.019559080617
156,0.562388532699565,41.1438923885697
157,0.563573404030788,41.2676329946334
158,0.56475759929283,41.3907842206166
159,0.565941110380524,41.5133493699647
160,0.567123929252093,41.6353317278441
161,0.568306047929194,41.7567345612272
162,0.569487458496969,41.8775611189756
163,0.570668153104081,41.9978146319249
164,0.571848123962742,42.1174983129671
165,0.573027363348735,42.2366153571346
166,0.574205863601437,42.3551689416827
167,0.575383617123818,42.4731622261724
168,0.576560616382449,42.5905983525523
169,0.577736853907494,42.7074804452411
170,0.578912322292701,42.823811611209
171,0.580087014195379,42.9395949400591
172,0.581260922336374,43.054833504109
173,0.582434039500037,43.169530358471
174,0.583606358534185,43.2836885411331
175,0.584777872350052,43.3973110730391
176,0.585948573922239,43.5104009581689
177,0.587118456288656,43.6229611836177
178,0.588287512550453,43.7349947196758
179,0.589455735871949,43.8465045199077
180,0.590623119480555,43.9574935212306
181,0.591789656666688,44.0679646439938
182,0.592955340783679,44.177920792056
183,0.594120165247677,44.287364852864
184,0.595284123537544,44.3962996975302
185,0.596447209194747,44.5047281809102
186,0.59760941582324,44.6126531416797
187,0.598770737089345,44.7200774024115
188,0.599931166721622,44.8270037696525
189,0.601090698510735,44.9334350339995
190,0.602249326309315,45.0393739701755
191,0.603407044031814,45.1448233371057
192,0.604563845654352,45.2497858779926
193,0.605719725214563,45.3542643203917
194,0.606874676811432,45.4582613762861
195,0.608028694605128,45.5617797421615
196,0.609181772816828,45.6648220990803
197,0.610333905728543,45.7673911127562
198,0.611485087682931,45.8694894336277
199,0.612635313083111,45.971119696932
200,0.613784576392464,46.0722845227781
201,0.61493287213444,46.1729865162201
202,0.616080194892347,46.27322826733
203,0.617226539309148,46.37301235127
204,0.61837190008724,46.4723413283653
205,0.619516271988243,46.5712177441754
206,0.620659649832767,46.6696441295667
207,0.621802028500192,46.7676230007831
208,0.622943402928427,46.8651568595181
209,0.624083768113679,46.9622481929851
210,0.625223119110207,47.0588994739884
211,0.626361451030072,47.1551131609936
212,0.627498759042895,47.250891698198
213,0.62863503837559,47.3462375156
214,0.629770284312114,47.4411530290691
215,0.630904492193197,47.5356406404156
216,0.632037657416079,47.6297027374592
217,0.633169775434231,47.723341694098
218,0.634300841757086,47.8165598703775
219,0.635430851949753,47.9093596125587
220,0.636559801632739,48.0017432531862
221,0.637687686481656,48.0937131111561
222,0.638814502226935,48.1852714917837
223,0.639940244653526,48.2764206868708
224,0.641064909600604,48.3671629747728
225,0.642188492961264,48.4575006204657
226,0.643310990682216,48.5474358756125
227,0.64443239876348,48.6369709786295
228,0.645552713258068,48.7261081547529
229,0.646671930271675,48.814849616104
230,0.647790045962356,48.9031975617552
231,0.648907056540207,48.9911541777954
232,0.65002295826704,49.0787216373949
233,0.651137747456057,49.1659021008703
234,0.652251420471517,49.2526977157492
235,0.653363973728406,49.3391106168348
236,0.654475403692099,49.4251429262695
237,0.655585706878025,49.5107967535991
238,0.656694879851323,49.5960741958367
239,0.657802919226497,49.6809773375255
240,0.658909821667077,49.7655082508024
241,0.660015583885262,49.849668995461
242,0.661120202641578,49.9334616190137
243,0.662223674744517,50.0168881567548
244,0.663325997050188,50.0999506318225
245,0.664427166461958,50.1826510552604
246,0.665527179930092,50.2649914260799
247,0.66662603445139,50.3469737313213
248,0.66772372706883,50.4285999461151
249,0.668820254871195,50.5098720337431
250,0.669915614992715,50.5907919456991
251,0.67100980461269,50.6713616217493
252,0.672102820955124,50.751582989993
253,0.673194661288355,50.8314579669223
254,0.674285322924678,50.910988457482
255,0.675374803219971,50.9901763551294
256,0.676463099573321,51.0690235418934
257,0.677550209426642,51.1475318884339
258,0.678636130264303,51.2257032541005
259,0.67972085961274,51.3035394869915
260,0.680804395040082,51.3810424240119
261,0.681886734155762,51.4582138909319
262,0.682967874610139,51.5350557024449
263,0.684047814094111,51.6115696622252
264,0.685126550338728,51.6877575629856
265,0.68620408111481,51.7636211865345
266,0.687280404232559,51.8391623038335
