Time,Volume,Porosity,Surface_Area
1,2.39599437335624,86.1852764062904,9.91242296428967
2,2.39599437335624,86.1852764062904,9.91242296428967
3,2.39599437335624,86.1852764062904,9.91242296428967
4,2.39599437335624,86.1852764062904,9.91242296428967
5,0.380509610643168,13.0113955753924,2.42805987522876
6,2.39599437335624,86.1852764062904,9.91242296428967
7,2.39599437335624,86.1852764062904,9.91242296428967
8,2.39599437335624,86.1852764062904,9.91242296428967
9,0.38144964828237,13.2257687245328,2.46231572112655
10,2.39599437335624,86.1852764062904,9.91242296428967
11,2.39599437335624,86.1852764062904,9.91242296428967
12,2.39599437335624,86.1852764062904,9.91242296428967
13,0.392245393045079,15.6140503192705,2.52646418528038
14,2.39599437335624,86.1852764062904,9.91242296428967
15,2.39599437335624,86.1852764062904,9.91242296428967
16,2.39599437335624,86.1852764062904,9.91242296428967
17,0.391070345996077,15.3604962920608,2.52610517835101
18,2.39599437335624,86.1852764062904,9.91242296428967
19,0.383792398336318,13.7554570036211,2.48352324246607
20,0.387016433677018,14.4739160414481,2.49730717847049
21,2.39599437335624,86.1852764062904,9.91242296428967
22,0.386869552795893,14.441444769206,2.50661613811655
23,0.392913701054199,15.7575826162545,2.53618113315295
24,2.39599437335624,86.1852764062904,9.91242296428967
25,0.388081320065177,14.7085976865854,2.51417904441291
26,2.39599437335624,86.1852764062904,9.91242296428967
27,0.383586765102743,13.7092230198969,2.47797505678468
28,0.3872881633071,14.5339229648665,2.51720420693145
29,2.39599437335624,86.1852764062904,9.91242296428967
30,0.386634543386093,14.3894394170921,2.53003665698668
31,0.389359183730967,14.9885211828703,2.49915119441447
32,0.397224654915226,16.6718389948276,2.51483810231726
33,0.391114410260414,15.3700320630959,2.51447909538789
34,2.39599437335624,86.1852764062904,9.91242296428967
35,2.39599437335624,86.1852764062904,9.91242296428967
36,2.39599437335624,86.1852764062904,9.91242296428967
37,2.39599437335624,86.1852764062904,9.91242296428967
38,2.39599437335624,86.1852764062904,9.91242296428967
39,2.39599437335624,86.1852764062904,9.91242296428967
40,2.39599437335624,86.1852764062904,9.91242296428967
41,2.39599437335624,86.1852764062904,9.91242296428967
42,2.39599437335624,86.1852764062904,9.91242296428967
43,2.39599437335624,86.1852764062904,9.91242296428967
44,2.39599437335624,86.1852764062904,9.91242296428967
45,2.39599437335624,86.1852764062904,9.91242296428967
46,0.907114289697603,63.5106619133579,5.30115331908398
47,0.747836662205342,55.7389980020645,4.49431423825489
48,0.877275438697001,62.2695466669365,5.10151165018566
49,0.865679193132159,61.7641266388312,4.75084062399652
50,0.447362443687343,26.0107761233232,2.71156781715159
51,0.684420841779499,51.6379426524479,4.42521858235879
52,0.674029019439885,50.8923220731565,4.20285681086168
53,0.454236468924006,27.1304655955803,2.75443220642412
54,0.665341015321325,50.2510754067755,4.20095765042838
55,0.669248046759258,50.541506754809,4.11344908309677
56,0.655566092682437,49.5092861429702,4.04691926846847
57,0.783242298600592,57.7397695973018,4.3184597180862
58,0.44040763396606,24.842356382608,2.68978541437966
59,0.464966117290208,28.8120171144844,2.79829706294295
60,0.71811531590964,53.9071242923261,4.23437521883154
61,0.62282634427961,46.8551702990583,3.71602971055862
62,0.662139012112794,50.0104972000026,3.85600932605668
63,0.693821218171518,52.2931857183165,4.03495323590133
64,0.451041809759531,26.6143419882805,2.72781963182954
65,0.460486250415887,28.1194607437121,2.76765885858352
66,0.570220956704589,41.9523263555746,3.65765146978141
67,0.63110308193102,47.5521496445206,3.69638375177551
68,0.464907364937758,28.8030207815025,2.7895981799041
69,0.455675901559034,27.3606528527122,2.75139706924832
70,0.457284247207356,27.6161376602357,2.76843963986172
71,0.447773710154493,26.0787329640687,2.7907341566466
72,0.703978031101332,52.9814872941176,4.04559644920554
73,0.466082411986761,28.9825165062435,2.79264094001005
74,0.473529272659813,30.0993583478432,2.83118727147287
75,0.467110578154638,29.1388344687793,2.84064933820252
76,0.483282163166532,31.5099903892082,2.8553885716212
77,0.468013895573558,29.2756041795822,2.84338207267623
78,0.47589405484593,30.4467041288925,2.8215996699043
79,0.490670271487134,32.5412564741698,2.87089098873067
80,0.463416523994337,28.5739754924999,2.81338151716867
81,0.481387399800016,31.2404105014987,2.88693309209776
82,0.442427246081533,25.1854394295144,2.72232042744528
83,0.498814816345531,33.6427088463396,2.95610384179769
84,0.497845402530104,33.5134966963996,2.9284907999568
85,0.496552850776201,33.3404290232978,2.94034038035311
86,0.487255291000971,32.0684647015274,2.97758619359464
87,0.495855166590856,33.246636860574,2.9634156784162
88,0.48403125566027,31.6159863378078,2.91113439224608
89,0.491485460377379,32.6531450704875,2.92423550956657
90,0.6460849318058,48.768345506084,3.75779331826345
91,0.484222200805734,31.642952460828,2.91841484515486
92,0.494055875797071,33.0035293141711,2.90265519517535
93,0.484809724330235,31.7257919161426,2.88210292027511
94,0.479147466362855,30.9189710398393,2.89072524977217
95,0.475424036026329,30.3779416020797,2.84387042590959
96,0.485808514321887,31.8661591466702,2.89052316139146
97,0.472860964650693,30.0005657594271,2.85033871383044
98,0.516359737595946,35.8974033217499,3.010839220519
99,0.448919381027271,26.2673847490018,2.77783277597972
100,0.491860006624248,32.7044289956137,2.91074781307206
101,0.500680203535822,33.8899365977592,2.96976605442826
102,0.497977595323117,33.5311461582467,2.97385064014751
103,0.479837806504144,31.0183575547123,2.88200876914592
104,0.470084915997425,29.5871897319476,2.83228570131346
105,0.521162742408743,36.4881690371489,3.08918958356101
106,0.501767122056149,34.0331429760437,2.97990096518459
107,0.50496912526468,34.4514380306903,2.99644520790737
108,0.508575050896306,34.9161938996713,2.97497664223275
109,0.490082747962632,32.4603852357525,2.94210403129023
110,0.502273861096031,34.0996962737197,2.94029902198612
111,0.493754769990764,32.9626729466955,2.91467929170772
112,0.481519592593028,31.2592872457102,2.97799418182115
113,0.652900204690013,49.3031250990105,3.76989396833761
114,0.478501190485903,30.8256684452802,2.86596666577883
115,0.464026079651007,28.6678024112471,2.9124724573693
116,0.504998501440905,34.4552510441987,3.03360068148478
117,0.494753559982417,33.0980053965122,2.9557662439208
118,0.511027961611098,35.2285931759059,3.04224060856924
119,0.496207680705557,33.2940595499546,2.9693128963697
120,0.491823286403967,32.6994046133619,2.91014154792991
121,0.518819992354795,36.2013791146186,3.03614892516517
122,0.498675279508462,33.624141079088,2.99353179410542
123,0.533699025612786,37.9800254235147,3.35701150957021
124,0.473088630016437,30.0342517239317,2.83984860760981
125,0.524313337308881,36.8698111516848,3.03919168527111
126,0.523439396066185,36.7644081650003,3.09349766671345
127,0.497492888415403,33.4663856091914,2.98971206418635
128,0.528455378156613,37.3646264790393,3.08921099261348
129,0.509926355002659,35.0886658921024,2.98040691600535
130,0.478934489085223,30.888251411541,2.87714721361354
131,0.540947597096319,38.8110786004539,3.16109306773465
132,0.522712335704615,36.6764513881592,3.05772923955638
133,0.507150306349391,34.7333530403185,3.1203574995208
134,0.537422455949312,38.4097191444455,3.12677445441739
